statename,gender,educ,partyid,firstthought,taxpayer,percenttp,recent,tpfeel,biggest,wagesal,paystub,child,depend,glad,upset,benefit,wastecents,wastethink,eitcself,eitcexp,eitcother,eitcthink,labforce,polideo,polinffreq,regvote,feelfedgov_1,voted,discusspol,poleffic,polvol,polknow1,polknow2,polkno3,marital,ownhome,stateresid,yearbirth,raceeth,hhinc,weightvec,firstthought_sentiment,tpfeel_sentiment,benefit_sentiment,eitcthink_sentiment,taxpayer_gap
California,1,3.0,5.0,The very corrupt I. R. S. Who illegally target innocent citizens because of their political views.,1,52.0,Last week at the market on candy bars,Used,Income,1.0,None,0.0,0,"Police,fire, emergency services","Welfare fraud,nonsensical scientific studies",Yes,77.0,"Rich,corrupt politicians , who go into office not wealthy,and in a couple years, are millionaires.",3.0,,4.0,,6.0,4.0,2.0,1.0,21,1.0,2.0,1.0,4.0,2,1,3,1,1,5,26,1.0,12.0,0.3930594,1,0,1,0,38.0
Connecticut,2,1.0,,too highthey keep getting higher and most people hate that .because you can't afford anything like cars houses' and sales tax it really sucks i wish they would stop taxing goods.,2,40.0,sales tax when shopping this week.,it stinks.,on goods that i buy .and utilities.,1.0,federal and state taxes.,0.0,0,nothing.i really hate having to pay taxes on any thing because it just lines politicians pockets and does'nt do anything for me like pay my bills or anything that would really help someone like me.,politicians salaries.and for there cars and dinners and things for their offices and their homes and too pay off other politicians it is a waste of time paying for corrupt politicians .,no not much because i have not had any luck finding a job in my state.,97.0,politicians salaries.,1.0,it gave a little extra cash when i was working.,3.0,,4.0,,4.0,2.0,4,2.0,3.0,4.0,4.0,4,4,6,5,3,7,36,1.0,1.0,0.341164062,-1,-1,-1,0,50.0
Michigan,1,1.0,4.0,how much money will i have to pay this time,1,61.0,everyday when i work i have to pay taxes  / ,i don't like it but have to . live here,25 percent,1.0,federal state city ,0.0,0,maybe schools and the  road and hiways,things are not getting fixed here fast enough like the roads,no,80.0,their wages are to high if they r for the people they don't need that kind of money ,3.0,,1.0,it's not fair to the ones who can't use it when u don't have children to claim,1.0,2.0,2.0,1.0,33,1.0,2.0,2.0,4.0,2,2,3,1,1,23,32,1.0,16.0,0.631508565,-1,-1,-1,-1,29.0
Florida,1,3.0,6.0,"money that we give to try to help make things better for the nation, but more often not gets used selfishly, and or incorrectly.",1,70.0,other than sales tax's and stuff of that nature id have to say it was when I filed my yearly income ,"bad because you see it as money that you worked for but gets taken away. If you look further it yes it does help others which is a good thing, but there is a great concern of taxpayers being abused. ","if sales taxes count I would say that because it all starts to add up, more so than anything else ",1.0,"medical stuff that I did not have, and just the normal social security, and government takings ",2.0,No,"Anything that helps the poor and needy, not the rich, or people who do not wish to help themselves. ","Congresses private vacations, wars that we should have never gotten into in the first place. ",No I hope that it benefits me in the future though ,80.0,"Wars, the vacations of congress men that are paid for with our tax dollars.",1.0,"if im not missunderstanding, it is the money you get back? If so it helps because its a little extra money back in the families pockets. ",3.0,,7.0,5.0,2.0,2.0,20,2.0,1.0,1.0,4.0,2,4,3,5,4,10,62,3.0,14.0,5.000082764,1,1,1,0,20.0
Virginia,1,4.0,7.0,too much taxes on everything we do,1,99.0,"last year""s income tax  and on gas ,grocercies and anything else you buy",it at times becomes overwhelming,tax on food,1.0,"fed ,state,medicare,social security",0.0,my wife,my freedom!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,??????????????????????????????????????????????????????,"yes,a free country",75.0,bills passed that you dont need,3.0,,1.0,its good,6.0,7.0,1.0,1.0,76,1.0,4.0,1.0,4.0,2,1,3,1,1,47,15,1.0,14.0,0.74043831,0,0,1,1,9.0
Tennessee,1,5.0,2.0,"money, payment dddddddddddd",1,36.0,"2013, ddddddddddddddddddddd",ddddddddddddddddddddddddddddddddddddddddddddd,ssssssssssssssssssssssssssssssssssss,1.0,ddddddddddddddddddddddddddddddddddddddddddd,1.0,ssssssssssssssssssssssss,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,ssssssssssssssssssssssssssssssssssssssssssssssss,42.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,3.0,,3.0,,1.0,4.0,2.0,2.0,40,2.0,3.0,3.0,4.0,3,1,3,1,1,43,36,4.0,6.0,1.103625348,0,0,0,0,54.0
Illinois,2,3.0,2.0,money that they government takes from me to spend on whatever they want,1,100.0,"When I went to the grocery, I was charged about 3% on certain items","honestly, it kind of sucks. I know it's necessary to fund things that benefit everyone, but so much money is wasted on every level of government that it gets frustrating.",property tax for sure,1.0,"income tax, social security",2.0,0,"roads, schools, fire department, social safety nets","wars, military, police militarization, corporate subsidies, wasteful pet projects, cronyism in local offices, bloated administration costs for small town political offices","I'm sure that I have, I received a public education, I use the roads every day, I use our public library and other services. ",61.0,bloated administrative costs and corporate subsidies (why does walmart need tax breaks and subsidies?),1.0,it reduces the amount of income tax that we owe,2.0,I think it's important to help families who are already struggling to make ends meet keep some/most of their income,2.0,2.0,4.0,1.0,3,1.0,3.0,3.0,4.0,1,2,3,1,1,14,38,1.0,10.0,0.984578453,1,-1,1,1,10.0
Alaska,2,4.0,7.0,Extra fees that we have to pay for whatever it is we are purchasing.,1,85.0,I paid tax when I purchased my pizza.,Don't really care for it.,I don't really know.,1.0,Income,0.0,0,I don't really know what they pay for.  So I don't really know.,I don't really know what they pay for.  So I don't really know.,I don't know.,5.0,I don't know.,3.0,,3.0,,8.0,6.0,4.0,1.0,50,1.0,4.0,,4.0,4,4,6,1,3,2,45,1.0,11.0,0.718334602,-1,-1,0,0,5.0
Colorado,2,3.0,4.0,no money back; do it yourself;,1,90.0,taxes on grocery shopping; items bought retail,obligated,not sure what you need here,1.0,reductions for Medicare; Social Security; anything else they can think of,0.0,0,education if really so.  Not sure where any of it goes,not sure of all the things,no,88.0,too many things,1.0,that's all I get anymore,2.0,"as stated previously, lately, that is all the return we are eligible for",6.0,2.0,3.0,1.0,40,2.0,2.0,2.0,4.0,1,4,6,1,1,6,17,1.0,6.0,0.574527399,-1,0,-1,0,0.0
Maryland,1,2.0,2.0,not again not again not again,1,79.0,painless refreshing necessary,ok,imcome tax,1.0,income medicare social security,0.0,1,i am not sure where my goes,welfare welfare welfare welfare,no,86.0,welfare,3.0,,3.0,,6.0,,3.0,1.0,0,1.0,,3.0,4.0,2,2,6,1,1,21,8,1.0,10.0,0.631671616,0,1,-1,0,11.0
Nevada,1,2.0,4.0,i wonder how much mey wathore ,1,40.0,when i went to the store today,not so good sometimes when all are not paying,property,1.0,social security medicare fed withhold,0.0,one,schools roads police f and iremen military,all the extravengent things the govt does,i guessI in  all estnoh yes,87.0,obamba vacationd,3.0,,1.0,it helps,6.0,4.0,2.0,1.0,5,1.0,2.0,2.0,4.0,1,2,1,1,1,29,20,1.0,14.0,0.460739774,0,-1,1,1,50.0
Minnesota,2,6.0,5.0,paying too much for waste,1,61.0,federal tax at the april deadline,i am being screwed,,0.0,,4.0,0,military protecting the country,waste on all levels that benefit the few and the powerful and lazy sods who live off the system,not mcuh too high still,98.0,everything the fed does is wasteful,1.0,not much still too hgih,2.0,needs to be better,1.0,6.0,2.0,1.0,12,1.0,2.0,5.0,4.0,1,1,3,1,1,24,41,1.0,17.0,2.96832296,-1,-1,0,1,29.0
Kansas,2,2.0,4.0,government   takes too much money   no matter what we are taxed it is never enough  unfair to most people,1,70.0,buying groceries today I paid 12.00 in sales tax,like we are being taken advantage of,property,1.0,FiCA   Social Security  State ,0.0,husband,streets  schools  firefighters  police,too much government and too many tax breaks for the rich and the rich businesses,My children were educated we have paved roads with traffic signs and stop lights we have police and firemen,60.0,too much mooney being spent on the military  and being involved in wars that we should not be in,2.0,I think it lowered a little bit what our taxable income would be,3.0,,2.0,4.0,3.0,1.0,60,1.0,2.0,4.0,4.0,1,2,1,1,1,17,26,1.0,13.0,0.631508565,1,1,-1,0,20.0
New York,2,6.0,1.0,income taxes on individual people,2,50.0,"sales tax, regularly, on purchases and gasoline","fine, like you are part of what makes the country work","income tax, for all members",1.0,"federal income tax, state income tax, social security payments, medicare payment, state disability payments",0.0,0,"medicare and medicaid, food stamps, infrastructure, medical research, public radio and television","so many benefits, overtime and pensions for employees and retirees","I have received services from the state, such as Medicaid",40.0,nothing in particular,3.0,,2.0,these are pretty good ideas to help people,8.0,2.0,2.0,1.0,75,1.0,2.0,2.0,3.0,2,1,3,5,4,33,22,1.0,,0.516452651,0,1,0,1,40.0
Georgia,1,5.0,1.0,People and corporation share of getting things done roads bridges,1,90.0,This morning when I bought coffee,I'm proud. I making America better,less than 10%,1.0,FICA / STATE / FEDRAL,0.0,0,Education and infrastructure,It upsets me that big corporations get around paying their fair share and receive millions in tax cuts,Yes every time I drive to work and the roads  are not crumbling,40.0,Sinceless wars,1.0,It gives me money back,1.0,It's necessary because it puts money back in the system people buy products with that extra money,1.0,2.0,1.0,1.0,19,1.0,1.0,4.0,4.0,2,1,3,5,1,11,38,2.0,11.0,2.016927406,1,1,1,0,0.0
Ohio,2,3.0,1.0,A burden on my budget...goes to fix roads and  probably line pockets,2,70.0,I paid taxes the last time I had a job,"It feels like paying taxes, I dont kow what this means",It makes up none becasue I dont have a job,1.0,"fico, state, local, federal",1.0,0,roads schools really 25 words for this? i dont know,I have no idea....lining politicians pockets,no not really roads are awful school budgets are cut,83.0,political ads,1.0,gives us inocme,4.0,,4.0,3.0,3.0,1.0,0,1.0,4.0,3.0,,1,4,6,5,3,36,39,1.0,1.0,0.782012106,-1,1,-1,0,20.0
Florida,1,2.0,3.0,government regulations and taxation,1,70.0,"every day whenever you purchase anything, and on every type of utility bill you pay",pointless,"retail taxes and surcharges, and recovery fees",1.0,"fica, social security, etc.",0.0,0,"infrastructure, education, aid to the poor, environmental protection, alternative fuels and research","Government waste and BS, including what is referred to as pork barrel spending, and pet projects","no not at all, in no way shape or form, and only hope to live a little longer so I can collect at least a little social security that has been paid ahead all of my working life",80.0,republicans and everything they stand for,4.0,,2.0,I'm not sure,2.0,4.0,3.0,1.0,19,1.0,2.0,2.0,4.0,2,1,6,1,3,10,21,1.0,6.0,0.432154266,0,0,1,-1,20.0
Connecticut,2,2.0,4.0,Internal   Revenue  Service,1,90.0,Filed federal return tax in 2013,No opinion,state property tax,1.0,federal   / state,0.0,0,United states milatery service,I am not upset about anything ,I have no comment or opinion,100.0,I have no comment or opinion,3.0,,3.0,,2.0,4.0,4.0,1.0,19,1.0,4.0,3.0,4.0,1,1,6,3,3,7,32,1.0,,0.516452651,0,-1,-1,0,0.0
Missouri,2,3.0,1.0,mandatory fees to help government programs voted for by the people,1,70.0,Everytime I pay for something I pay taxes.,"Sometimes you feel you are helping, sometimes you feel cheated and lied to.",I'm not sure.,1.0,I'm on disability so I have forgotten what all that looked like. Sorry.,0.0,Just me and my husband. Someone else does our paperwork.,well they should pay for schools,do they pay for prisons as well?,I'm not sure. But it may be a way to save a little money for something you want to buy come income tax time.,20.0,Well I know they are not wasting envelopes because they never send you one to send back an application form they sent you. ,3.0,,3.0,,9.0,2.0,3.0,1.0,80,2.0,2.0,4.0,4.0,4,4,6,1,3,26,42,1.0,2.0,0.782012106,1,-1,1,0,20.0
California,2,3.0,2.0,"income tax, sales tax. issue that people are sensitive about. misappropriated",1,100.0,"today, in the store, I paid sales tax on a personal item I purchased. it was assessed at 8%",it is just something that we are born with a burden of. it would feel better if we knew our money was being spent properly and from the funds the taxes are generated toward,probably sales tax,1.0,"federal tax, state tax, local tax, FICA ",3.0,no,"roads, infrastructure, education, military","a certain portion of welfare, I think SSI is misallocated in the respect that everybody is entitled to a payout regardless of income.  /  / I also don't like when a specific tax is created (ex. gas tax for road improvements) and then the roads are in terrible repair. ","yes, there are benefits, however, we tend to focus on the negatives and misallocations of funds and take for granted the fact that we have public education, freeway systems, construction and upgrades. ",50.0,"embezzlement, special favors, taking advantage, using funds from one fund to do something else with although not intended for that purpose",1.0,it reduces our tax liability,1.0,I think it is a necessary form of supplemental income and is a more useful credit than just doing welfare or some other programs that are for low income earners. ,1.0,4.0,1.0,1.0,30,2.0,2.0,3.0,4.0,1,4,1,1,1,5,47,1.0,13.0,0.84202368,0,0,1,1,10.0
Florida,2,3.0,1.0,money that I have to pay to keep the things running ...,1,64.0,"I am retired, but I paid Federal taxes in 2013. I also pay taxes on telephone, electric, etc.",Better than the alternative.,Real estate taxes.,1.0,"Federal  tax, FICA, state tax (when I lived in MA, there is no state in FL)",0.0,no,"Police, fire fighters, infastructure, roads, etc.","Waste, waste, waste. Also some milatary spending is over the top.",The taxes keep the gov. running & pay for all sorts of things. I benefit by being alive to enjoy these things!,29.0,$600 toilet seats.,3.0,,3.0,,6.0,2.0,1.0,1.0,40,1.0,3.0,3.0,4.0,2,1,3,3,1,10,11,1.0,8.0,0.631671616,-1,1,1,0,26.0
Ohio,2,3.0,1.0,"goverment implements to help counties,communities",1,81.0,august is the last time I paid anykind of taxes and shoping more recent,proud,real estate,1.0,Do not work anymore,0.0,no,"roads,schools,horticulture ",no I can not be upset about how they are used,questinable,60.0,modernization,2.0,more returned,4.0,,6.0,2.0,2.0,1.0,81,1.0,2.0,2.0,2.0,1,1,1,5,1,36,29,1.0,3.0,0.427902551,1,1,0,0,9.0
Connecticut,1,2.0,4.0,nacvncvnfdjnfmnxvn fxnfgfgnfg fgx gfrsnfxgnfsgnfsgnfgnfsgnft,1,38.0,x xc x x x bxcb xcb x x dx x x xc xcf xc xcv cxv ,iugiugghgghjgouigiuguihgukhpiuoyo8py98pokulgkjgkjutiutgh,nvvhvhvnv,1.0,dthnddfhndf,1.0,0,nsaggughukgyuyfdsflkhjnjhfyrfjhnkjkgfjyghjgb,dndnfgnfvb vc fcnvc nfgndfnfdnfgnsfdnsdfns,na,28.0,nf,1.0,ns,2.0,nas,1.0,4.0,2.0,1.0,25,1.0,2.0,2.0,2.0,2,2,2,5,1,7,33,1.0,13.0,0.503497879,0,0,0,0,52.0
